year,Population,Adults,Children,Singles,Taken,Hunger Deaths,Old Age Deaths,Average Age,Average Hunger,Average Prowess,Average Selfishness,Average Reciprocity
187,77,49,28,21,56,125,91,22.2987012987013,27.219285184909662,24.780714815090338,50.62337662337662,49.37662337662338
188,79,51,28,20,59,125,92,22.367088607594937,28.917246638942707,21.804272348399063,52.12658227848101,47.87341772151899
189,81,53,28,20,61,126,92,22.11111111111111,31.534176684305507,19.967089342943733,52.72839506172839,47.27160493827161
190,81,51,30,22,59,126,94,22.37037037037037,31.553146065467317,19.002409490088233,53.592592592592595,46.407407407407405
191,81,50,31,21,60,127,96,21.82716049382716,32.37344589777619,19.429023237969318,53.5679012345679,46.4320987654321
192,80,49,31,19,61,127,98,22.3125,31.626410989944777,19.948589010055223,54.9,45.1
193,77,44,33,17,60,127,103,21.74025974025974,26.83331544073907,24.927951160943476,55.66233766233766,44.33766233766234
194,77,44,33,17,60,129,103,21.31168831168831,28.13587181142554,25.231363065338165,56.675324675324674,43.324675324675326
195,72,40,32,13,59,132,105,20.52777777777778,26.283072768256762,25.96444750113328,57.80555555555556,42.19444444444444
196,72,42,30,12,60,133,105,20.694444444444443,28.097508785878567,24.8191578807881,57.47222222222222,42.52777777777778
197,72,44,28,14,58,133,105,21.694444444444443,28.19420319862504,24.16690791248607,57.47222222222222,42.52777777777778
198,70,44,26,16,54,133,108,22.357142857142858,25.4882359440007,27.36890691314216,57.15714285714286,42.84285714285714
199,68,42,26,14,54,134,110,22.63235294117647,23.739612449679612,29.61746647435789,57.13235294117647,42.86764705882353
200,71,43,28,14,57,134,110,22.676056338028168,25.522477966457714,29.49160654058454,56.352112676056336,43.647887323943664
201,73,44,29,14,59,134,110,23.054794520547944,27.188072428751077,27.976311132892757,55.26027397260274,44.73972602739726
202,71,45,26,14,57,134,112,23.774647887323944,25.17903134217118,29.63787848518187,55.267605633802816,44.732394366197184
203,69,44,25,14,55,135,115,23.18840579710145,23.412387712100774,33.87077115837751,55.36231884057971,44.63768115942029
204,71,46,25,18,53,135,116,23.028169014084508,24.79518569292174,32.83861712397966,55.394366197183096,44.605633802816904
205,71,50,21,18,53,135,116,24.028169014084508,26.56106292818758,28.9600638323758,55.394366197183096,44.605633802816904
